structure,tau,K,seed,shock_every,initial_fitness,final_fitness,bank
Hy,0.5,2,110,20,0.48217792860799424,0.6661629645680353,B
Hy,0.5,5,101,20,0.5092262153016627,0.6644888989189843,B
Hy,0.5,5,102,20,0.5308359269678562,0.7227546803569694,B
Hy,0.5,5,103,20,0.26140827777688697,0.7207566311252764,B
Hy,0.5,5,104,20,0.6361230674652367,0.7364481078084897,B
Hy,0.5,5,105,20,0.4264295946258379,0.6951848013081912,B
Hy,0.5,5,106,20,0.6267918631753239,0.7263104233449216,B
Hy,0.5,5,107,20,0.42237765114991543,0.6205876602032835,B
Hy,0.5,5,108,20,0.5374178081887777,0.7599413147850511,B
Hy,0.5,5,109,20,0.44697908395502495,0.5727344436932162,B
Hy,0.5,5,110,20,0.3815560552533975,0.6757069630390677,B
Hy,0.5,10,101,20,0.5293638247117535,0.5960839421834976,B
Hy,0.5,10,102,20,0.43424979244844486,0.681158288665355,B
Hy,0.5,10,103,20,0.5613840730345314,0.5979676247541211,B
Hy,0.5,10,104,20,0.6745853387430522,0.5989053559803699,B
Hy,0.5,10,105,20,0.5380129887986508,0.6535208297845431,B
Hy,0.5,10,106,20,0.47915042443971617,0.6498549956329522,B
Hy,0.5,10,107,20,0.3859717776599095,0.5867080202058578,B
Hy,0.5,10,108,20,0.6439801028736294,0.7212914800907784,B
Hy,0.5,10,109,20,0.45633295789260764,0.7026471079563333,B
Hy,0.5,10,110,20,0.5655760076178064,0.6843077232525666,B
Hy,0.8,2,101,20,0.5851026912189025,0.7635716931291371,B
Hy,0.8,2,102,20,0.3798917255065638,0.7089208574482833,B
Hy,0.8,2,103,20,0.5488372262176593,0.7774652219419699,B
Hy,0.8,2,104,20,0.6089665389583814,0.6285639397832093,B
Hy,0.8,2,105,20,0.41418364445609657,0.7440626636859222,B
Hy,0.8,2,106,20,0.6492143143564882,0.6954145998665502,B
Hy,0.8,2,107,20,0.5172400059782489,0.6616764858979575,B
Hy,0.8,2,108,20,0.3965420443041395,0.7237585344110912,B
Hy,0.8,2,109,20,0.532237521660598,0.7976650060035884,B
Hy,0.8,2,110,20,0.5331209511588746,0.6441045545232947,B
Hy,0.8,5,101,20,0.5734906714064222,0.6614245852292225,B
Hy,0.8,5,102,20,0.4845008781928693,0.6941030681722581,B
Hy,0.8,5,103,20,0.5807681154329192,0.7535138025184018,B
Hy,0.8,5,104,20,0.49937735762492125,0.6926443737085902,B
Hy,0.8,5,105,20,0.31756875532253553,0.7237318084490346,B
Hy,0.8,5,106,20,0.44935272597768655,0.6789923060249906,B
Hy,0.8,5,107,20,0.5352689477309475,0.6680043489740889,B
Hy,0.8,5,108,20,0.6492104918482295,0.6874592253894937,B
Hy,0.8,5,109,20,0.5167803933001888,0.7279656870224227,B
Hy,0.8,5,110,20,0.4994454607209294,0.7490711402674972,B
Hy,0.8,10,101,20,0.5749706695489845,0.7139787604192244,B
Hy,0.8,10,102,20,0.4302006158173902,0.6379960224722769,B
Hy,0.8,10,103,20,0.5608529616732633,0.6525340333112887,B
Hy,0.8,10,104,20,0.4171308026574214,0.6843176323128449,B
Hy,0.8,10,105,20,0.5751037426241383,0.7231354396130214,B
Hy,0.8,10,106,20,0.3409243634005413,0.6501733909069399,B
Hy,0.8,10,107,20,0.6423475575302096,0.6034334509663916,B
Hy,0.8,10,108,20,0.5380043443506596,0.7034989724011904,B
Hy,0.8,10,109,20,0.4887103380339634,0.7152505150236765,B
Hy,0.8,10,110,20,0.3130430413770206,0.6078234141503159,B
V,0.2,2,101,10,0.5467898624741815,0.6137198787383812,B
V,0.2,2,102,10,0.4707217145759313,0.7121124199093504,B
V,0.2,2,103,10,0.42955110867308355,0.6687822965444087,B
V,0.2,2,104,10,0.6036378234211933,0.6496807415044031,B
V,0.2,2,105,10,0.47234599662777,0.6289968784414909,B
V,0.2,2,106,10,0.5681200020408104,0.6240997982260228,B
V,0.2,2,107,10,0.5591865854771532,0.6840030627656619,B
V,0.2,2,108,10,0.49799621603139826,0.5265168753571778,B
V,0.2,2,109,10,0.6904580062290836,0.697850546042757,B
V,0.2,2,110,10,0.5738597846364611,0.6746917522702948,B
V,0.2,5,101,10,0.607203317881866,0.7109779273698146,B
V,0.2,5,102,10,0.44973233610026103,0.6911067088759087,B
V,0.2,5,103,10,0.5670668549666478,0.6886560169264508,B
V,0.2,5,104,10,0.4248783247087091,0.7405265286795593,B
V,0.2,5,105,10,0.41055658730817046,0.6736281545867765,B
V,0.2,5,106,10,0.5903558054588675,0.7096589887803493,B
V,0.2,5,107,10,0.44359967607614986,0.6356629626517172,B
V,0.2,5,108,10,0.437243921401668,0.7072543058203588,B
V,0.2,5,109,10,0.5725712643237822,0.6722851674398364,B
V,0.2,5,110,10,0.40471020332268315,0.601272928393935,B
V,0.2,10,101,10,0.41909494560798244,0.5994328049327838,B
V,0.2,10,102,10,0.337021177927679,0.7549884308060955,B
V,0.2,10,103,10,0.4727396478449867,0.6549829676817591,B
V,0.2,10,104,10,0.4010202322435783,0.6780431299093436,B
V,0.2,10,105,10,0.38925775572188476,0.5833701654185705,B
V,0.2,10,106,10,0.38034109006925915,0.6885378077497044,B
V,0.2,10,107,10,0.5626438683872094,0.7111374794826677,B
V,0.2,10,108,10,0.4186328421221198,0.7018991371139884,B
V,0.2,10,109,10,0.5096313066207653,0.5697789136354626,B
V,0.2,10,110,10,0.6080892992699659,0.6761787612406998,B
V,0.5,2,101,10,0.4959320544912431,0.6623864733366622,B
V,0.5,2,102,10,0.4564603245851044,0.6884055465140532,B
V,0.5,2,103,10,0.3198092198555718,0.6889127398504763,B
V,0.5,2,104,10,0.5328940616082387,0.6418160639556342,B
V,0.5,2,105,10,0.5235312027145327,0.6598040700725154,B
V,0.5,2,106,10,0.4841506567108487,0.7763313623299697,B
V,0.5,2,107,10,0.44170197484340457,0.7292179141038264,B
V,0.5,2,108,10,0.40825793253460596,0.6959734168796737,B
V,0.5,2,109,10,0.4745402229472985,0.7608202229763212,B
V,0.5,2,110,10,0.6134164262380808,0.7933316224542103,B
V,0.5,5,101,10,0.6871319106318416,0.6758587033742907,B
V,0.5,5,102,10,0.4854430658794909,0.6285362072742008,B
V,0.5,5,103,10,0.5600302450173597,0.6957134750146668,B
V,0.5,5,104,10,0.5308592306646244,0.6812209439496755,B
V,0.5,5,105,10,0.67998108900174,0.6699979375062154,B
V,0.5,5,106,10,0.6276755308287149,0.7509241035231298,B
V,0.5,5,107,10,0.570867315058285,0.7421029713820412,B
V,0.5,5,108,10,0.4639724765039428,0.6665907924524326,B
V,0.5,5,109,10,0.5518855105321798,0.6334964035900814,B
V,0.5,5,110,10,0.42439589217969864,0.707589312293305,B
V,0.5,10,101,10,0.5702861429388212,0.620771753872777,B
V,0.5,10,102,10,0.502103610016679,0.6615671719906626,B
V,0.5,10,103,10,0.5979007575723355,0.6960777160969013,B
V,0.5,10,104,10,0.4111702339087853,0.7105468194614101,B
V,0.5,10,105,10,0.541298933212799,0.5665251599232441,B
V,0.5,10,106,10,0.5201580219536838,0.6876027471208743,B
V,0.5,10,107,10,0.5274771926484729,0.6720629475164662,B
V,0.5,10,108,10,0.5851218294854821,0.666104215277633,B
V,0.5,10,109,10,0.5480069957547662,0.6825393777940535,B
V,0.5,10,110,10,0.4786364335269854,0.6697899593368526,B
V,0.8,2,101,10,0.5299063710066453,0.7831829498719628,B
V,0.8,2,102,10,0.4869542401053327,0.7056102721016513,B
V,0.8,2,103,10,0.5267254325456201,0.7112031341487529,B
V,0.8,2,104,10,0.3983613512834125,0.6599718308323653,B
V,0.8,2,105,10,0.481763889755121,0.6933227957991543,B
V,0.8,2,106,10,0.5492158274063749,0.7308045197725953,B
V,0.8,2,107,10,0.5092108491898854,0.6585971152944123,B
V,0.8,2,108,10,0.5185923852329076,0.748704534015284,B
V,0.8,2,109,10,0.4574524880360719,0.751151036749734,B
V,0.8,2,110,10,0.4452677014524392,0.6768922520130655,B
V,0.8,5,101,10,0.6640327388518283,0.7615389993828496,B
V,0.8,5,102,10,0.5448572463270932,0.6830267232101787,B
V,0.8,5,103,10,0.6195946008919786,0.7904583739827911,B
V,0.8,5,104,10,0.4420792943756047,0.7225672006198314,B
V,0.8,5,105,10,0.32834758292743654,0.6427463664792775,B
V,0.8,5,106,10,0.5587541575845077,0.6418853864131321,B
V,0.8,5,107,10,0.4706936694587346,0.7160391329234848,B
V,0.8,5,108,10,0.5049551078337022,0.6259859610829946,B
V,0.8,5,109,10,0.5048729300083432,0.7211609742557509,B
V,0.8,5,110,10,0.505224849984977,0.6549859734118296,B
V,0.8,10,101,10,0.45275195320126205,0.6234360022020436,B
V,0.8,10,102,10,0.474325220665474,0.6584582963892662,B
V,0.8,10,103,10,0.4245642897689575,0.7192563841052171,B
V,0.8,10,104,10,0.5696976240191397,0.6718465633605699,B
V,0.8,10,105,10,0.3815085636836763,0.6215380043435239,B
V,0.8,10,106,10,0.4090742643710531,0.6516536777092483,B
V,0.8,10,107,10,0.5544352350242293,0.6696125224042836,B
V,0.8,10,108,10,0.44365304116895193,0.6693698455369355,B
V,0.8,10,109,10,0.479216477758537,0.6777064822610517,B
V,0.8,10,110,10,0.5107742826310117,0.6060056881806386,B
H,0.2,2,101,10,0.5396105321142983,0.5607745579915431,B
H,0.2,2,102,10,0.4310765044428331,0.4753303100730544,B
H,0.2,2,103,10,0.4622907611126328,0.6455714009328042,B
H,0.2,2,104,10,0.5294468302346419,0.4434193169481653,B
H,0.2,2,105,10,0.5039845545014067,0.6740856279512506,B
H,0.2,2,106,10,0.5945958849690418,0.745610052415577,B
H,0.2,2,107,10,0.4427770783956861,0.6174777637273948,B
H,0.2,2,108,10,0.5231102678513033,0.6097274632665592,B
H,0.2,2,109,10,0.35398872146310084,0.5709223245691201,B
H,0.2,2,110,10,0.42598226253398297,0.5763303912629767,B
H,0.2,5,101,10,0.5141004773682092,0.4888775382615009,B
H,0.2,5,102,10,0.5026236105547404,0.6383209510784343,B
H,0.2,5,103,10,0.4288783296447957,0.4497688645973117,B
H,0.2,5,104,10,0.408286290679016,0.5649693937970592,B
H,0.2,5,105,10,0.3991746214603962,0.6011350806608787,B
H,0.2,5,106,10,0.5114896359226816,0.6130689106537783,B
H,0.2,5,107,10,0.290360680138667,0.5910769411948218,B
H,0.2,5,108,10,0.6021341029750471,0.6661194649587571,B
H,0.2,5,109,10,0.6120569951678495,0.5547773264784399,B
H,0.2,5,110,10,0.5400727421285564,0.6123989488168716,B
H,0.2,10,101,10,0.4675019908956331,0.5539524046973752,B
H,0.2,10,102,10,0.5615527584789847,0.6492603329758266,B
H,0.2,10,103,10,0.41320872768291506,0.4507777419432891,B
H,0.2,10,104,10,0.3239408649570006,0.6228063651994259,B
H,0.2,10,105,10,0.4589177316348673,0.5749145605665723,B
H,0.2,10,106,10,0.3806982556382959,0.4665422202259565,B
H,0.2,10,107,10,0.43815902283365726,0.6264881198961896,B
H,0.2,10,108,10,0.5232062856304288,0.5851591622038076,B
H,0.2,10,109,10,0.40244264975639854,0.6630840127818167,B
H,0.2,10,110,10,0.474312899581375,0.5580440296973987,B
H,0.5,2,101,10,0.6512000714525771,0.6313606897701564,B
H,0.5,2,102,10,0.36041314311443223,0.634740062697924,B
H,0.5,2,103,10,0.5684389085972548,0.7130519421610744,B
H,0.5,2,104,10,0.5964120437717597,0.5217590285062174,B
H,0.5,2,105,10,0.494383937661697,0.5760359735303449,B
H,0.5,2,106,10,0.6587689486910414,0.6467003322134759,B
H,0.5,2,107,10,0.49761106892706014,0.5942440128599986,B
H,0.5,2,108,10,0.4985536976923493,0.807244367879341,B
H,0.5,2,109,10,0.4427692358419512,0.5463983441323771,B
H,0.5,2,110,10,0.3693177410765533,0.6295233191258869,B
H,0.5,5,101,10,0.5526372543533437,0.6919730160681302,B
H,0.5,5,102,10,0.5574868479691822,0.7225063091011916,B
H,0.5,5,103,10,0.5834059819542993,0.6527859225673652,B
H,0.5,5,104,10,0.4953428880146911,0.6447295637454749,B
H,0.5,5,105,10,0.43360967298630887,0.7200785909807916,B
H,0.5,5,106,10,0.5257775990555387,0.553595532106101,B
H,0.5,5,107,10,0.3935077564951491,0.5793968600818067,B
H,0.5,5,108,10,0.46153339888138967,0.610425476004507,B
H,0.5,5,109,10,0.4595280541323981,0.7543253372144851,B
H,0.5,5,110,10,0.46224012506166556,0.5797138561606786,B
H,0.5,10,101,10,0.6069860790134347,0.7416043563341659,B
H,0.5,10,102,10,0.5160257750838941,0.5982271483244259,B
H,0.5,10,103,10,0.6342545326809469,0.5951401099372731,B
H,0.5,10,104,10,0.45083472205065434,0.6797187418335665,B
H,0.5,10,105,10,0.5872737294532023,0.6070652997141118,B
H,0.5,10,106,10,0.3835126554643075,0.6508373007529623,B
H,0.5,10,107,10,0.5202169355694642,0.6713323432012431,B
H,0.5,10,108,10,0.39497552649805207,0.5560880331283978,B
H,0.5,10,109,10,0.3880828674483354,0.5739201244900581,B
H,0.5,10,110,10,0.45937816660439373,0.6911324368746522,B
H,0.8,2,101,10,0.6805117108742754,0.6506387627470145,B
H,0.8,2,102,10,0.4595636400276145,0.6106526838075181,B
H,0.8,2,103,10,0.4943639640072085,0.6870915132185984,B
H,0.8,2,104,10,0.47655862517713554,0.7899235724313495,B
H,0.8,2,105,10,0.48783192104371326,0.625535293477157,B
H,0.8,2,106,10,0.5772634624330514,0.569784112815522,B
H,0.8,2,107,10,0.45830233015004673,0.6119650706733378,B
H,0.8,2,108,10,0.4962702516160125,0.7305979967960619,B
H,0.8,2,109,10,0.4521673422775352,0.6718774202177344,B
H,0.8,2,110,10,0.6177145753783386,0.6847849367634966,B
H,0.8,5,101,10,0.47133123973535895,0.6975166637757109,B
H,0.8,5,102,10,0.5186674592972729,0.6015926775823208,B
H,0.8,5,103,10,0.5667090415950765,0.6642247396880018,B
H,0.8,5,104,10,0.5180406592782743,0.6702358861358636,B
H,0.8,5,105,10,0.3324616253014101,0.6897852476630029,B
H,0.8,5,106,10,0.5347659249332105,0.6937350401659335,B
H,0.8,5,107,10,0.3976681584394333,0.6626676261546466,B
H,0.8,5,108,10,0.45650638879897654,0.638554533595782,B
H,0.8,5,109,10,0.473040126711679,0.6515564835152777,B
H,0.8,5,110,10,0.45745130224433994,0.7494188032601977,B
H,0.8,10,101,10,0.4859745758565659,0.6943628677103746,B
H,0.8,10,102,10,0.47878239082008445,0.6718246394196683,B
H,0.8,10,103,10,0.4842782058037503,0.7261907910631019,B
H,0.8,10,104,10,0.5820176045676818,0.7501284164732331,B
H,0.8,10,105,10,0.48054068728576943,0.6364404886070217,B
H,0.8,10,106,10,0.4391967641614209,0.6199866979542037,B
H,0.8,10,107,10,0.4961049516664626,0.7554184858204253,B
H,0.8,10,108,10,0.48349709396169976,0.6505856462536537,B
H,0.8,10,109,10,0.5006643350382637,0.6158520338606628,B
H,0.8,10,110,10,0.5454083871054016,0.6709797308476563,B
Hy,0.2,2,101,10,0.48339759090531315,0.5783901853194529,B
Hy,0.2,2,102,10,0.43422679295906963,0.5007532443335556,B
Hy,0.2,2,103,10,0.6121156974889748,0.6096283061605403,B
Hy,0.2,2,104,10,0.5335272817835484,0.5369838928924264,B
Hy,0.2,2,105,10,0.5394885283097265,0.6557196189060983,B
Hy,0.2,2,106,10,0.5090182856275004,0.7094956685228894,B
Hy,0.2,2,107,10,0.6661502181412431,0.5881595067245525,B
Hy,0.2,2,108,10,0.49837398799531235,0.6473105773958605,B
Hy,0.2,2,109,10,0.49143510856492106,0.6666378624822299,B
Hy,0.2,2,110,10,0.5395141946191268,0.5663805716586618,B
Hy,0.2,5,101,10,0.44781586461812684,0.6962583764674032,B
Hy,0.2,5,102,10,0.4715936759701393,0.7282926357181018,B
Hy,0.2,5,103,10,0.5069588177895057,0.652418884343454,B
Hy,0.2,5,104,10,0.5093133216182261,0.5904000285125155,B
Hy,0.2,5,105,10,0.5015866073602266,0.5629985895968515,B
Hy,0.2,5,106,10,0.5411126786011518,0.58157663118418,B
Hy,0.2,5,107,10,0.497495063554735,0.5746571805358118,B
Hy,0.2,5,108,10,0.32767361670929224,0.7289511371717845,B
Hy,0.2,5,109,10,0.5029096525764061,0.6496640645896075,B
Hy,0.2,5,110,10,0.4130267086067796,0.7350446562919964,B
Hy,0.2,10,101,10,0.5260828151858377,0.49569664438390165,B
Hy,0.2,10,102,10,0.5085600867315889,0.6072464989345391,B
Hy,0.2,10,103,10,0.546771989262247,0.5328526124378221,B
Hy,0.2,10,104,10,0.5349838410150787,0.5524048785580487,B
Hy,0.2,10,105,10,0.6367522145925574,0.571654811055587,B
Hy,0.2,10,106,10,0.5609067096790218,0.6471591514166273,B
Hy,0.2,10,107,10,0.5618678627706138,0.5608952281705657,B
Hy,0.2,10,108,10,0.5559696400788184,0.6680359649119036,B
Hy,0.2,10,109,10,0.6522800118595276,0.5635970199253235,B
Hy,0.2,10,110,10,0.5638121162960844,0.48325213328935773,B
Hy,0.5,2,101,10,0.49862217480672677,0.7749716368583889,B
Hy,0.5,2,102,10,0.42965316119699887,0.7380339676368025,B
Hy,0.5,2,103,10,0.33534217633189123,0.6476181576787902,B
Hy,0.5,2,104,10,0.37821640196482437,0.7612938095001948,B
Hy,0.5,2,105,10,0.4383856836907273,0.6552423475263157,B
Hy,0.5,2,106,10,0.5298174966067738,0.7089761208013325,B
Hy,0.5,2,107,10,0.5469350795585549,0.6307073478499657,B
Hy,0.5,2,108,10,0.5673635129975322,0.6326520130429922,B
Hy,0.5,2,109,10,0.4592691245686115,0.6879418010484284,B
Hy,0.5,2,110,10,0.5370861494620858,0.6562267676846246,B
Hy,0.5,5,101,10,0.4979701034430336,0.7318857139095586,B
Hy,0.5,5,102,10,0.381951044350683,0.6990909806043878,B
Hy,0.5,5,103,10,0.5651492375279472,0.7183766047163296,B
Hy,0.5,5,104,10,0.37450933157301924,0.7378667302310251,B
Hy,0.5,5,105,10,0.5451406073254831,0.711169457497027,B
Hy,0.5,5,106,10,0.5375396496205699,0.7458950147977735,B
Hy,0.5,5,107,10,0.3424324809383918,0.7094928295050151,B
Hy,0.5,5,108,10,0.3969719750601643,0.5689398963126107,B
Hy,0.5,5,109,10,0.45413234987385864,0.5342250558867649,B
Hy,0.5,5,110,10,0.6009847130438256,0.6573292267865238,B
Hy,0.5,10,101,10,0.5511873392103008,0.6309017747220104,B
Hy,0.5,10,102,10,0.5410233290439145,0.7256783229030859,B
Hy,0.5,10,103,10,0.4761402596220348,0.7308891232697309,B
Hy,0.5,10,104,10,0.4997434970586287,0.6819219848652113,B
Hy,0.5,10,105,10,0.4553391006419948,0.6729063988540841,B
Hy,0.5,10,106,10,0.4327983097618475,0.5924470962579386,B
Hy,0.5,10,107,10,0.5125789422037736,0.6882196893972397,B
Hy,0.5,10,108,10,0.49340660328662694,0.5321862196324461,B
Hy,0.5,10,109,10,0.4882850163263878,0.6812928350889497,B
Hy,0.5,10,110,10,0.5052024417610131,0.7030314311618843,B
Hy,0.8,2,101,10,0.3807193184290945,0.6748561091465627,B
Hy,0.8,2,102,10,0.39039020478798425,0.7171666156996307,B
Hy,0.8,2,103,10,0.479351559912153,0.7296112980514854,B
Hy,0.8,2,104,10,0.575458229346668,0.6599583809161603,B
Hy,0.8,2,105,10,0.5676344487528376,0.6990015886663369,B
Hy,0.8,2,106,10,0.5358263336716633,0.7633596356518845,B
Hy,0.8,2,107,10,0.41923477414509736,0.741032177713441,B
Hy,0.8,2,108,10,0.4613556876057339,0.7216951093872176,B
Hy,0.8,2,109,10,0.5443545694033046,0.7233861965400855,B
Hy,0.8,2,110,10,0.4938527325169156,0.597629443348252,B
Hy,0.8,5,101,10,0.4828752641845566,0.6017537618183817,B
Hy,0.8,5,102,10,0.5568775011747987,0.7146812587720921,B
Hy,0.8,5,103,10,0.4604858158916874,0.7520341395109541,B
Hy,0.8,5,104,10,0.525979010588968,0.5826728986732849,B
Hy,0.8,5,105,10,0.3766420439749731,0.6492610584469147,B
Hy,0.8,5,106,10,0.4629643212464746,0.7399646357753149,B
Hy,0.8,5,107,10,0.3526340319126674,0.7435967820482667,B
Hy,0.8,5,108,10,0.36970378309013296,0.659491805323,B
Hy,0.8,5,109,10,0.30177942038412836,0.7239885568602801,B
Hy,0.8,5,110,10,0.5285004809767649,0.7222088122821,B
Hy,0.8,10,101,10,0.4596877900284269,0.724089501062985,B
Hy,0.8,10,102,10,0.5179133312512638,0.7096250765248375,B
Hy,0.8,10,103,10,0.5323179577444405,0.6796714132777184,B
Hy,0.8,10,104,10,0.5291491759865833,0.6644854535421542,B
Hy,0.8,10,105,10,0.5255503480799506,0.6635284762985413,B
Hy,0.8,10,106,10,0.5881667152091682,0.7132091490909307,B
Hy,0.8,10,107,10,0.4752344498999021,0.6895144349228907,B
Hy,0.8,10,108,10,0.40544351933707123,0.6846151357630001,B
Hy,0.8,10,109,10,0.5681697637981493,0.627118750229335,B
Hy,0.8,10,110,10,0.4521974623458936,0.6962821220530848,B
V,0.2,2,101,5,0.44911614161334124,0.6703986410963233,B
V,0.2,2,102,5,0.4307522524945124,0.7632098794805212,B
V,0.2,2,103,5,0.5813879902029037,0.7161755909366716,B
V,0.2,2,104,5,0.5121418997811842,0.6619927992355005,B
V,0.2,2,105,5,0.5775845823732886,0.676425177936858,B
V,0.2,2,106,5,0.45554483219860753,0.6551199843759778,B
V,0.2,2,107,5,0.5568464945367386,0.8008555281658827,B
V,0.2,2,108,5,0.3886571557670155,0.6130595956265769,B
V,0.2,2,109,5,0.5431442608739936,0.6917919085576364,B
V,0.2,2,110,5,0.5471905593735733,0.7777279417189564,B
V,0.2,5,101,5,0.42663106211781,0.7457644341318184,B
V,0.2,5,102,5,0.473869701719278,0.6507997853069235,B
V,0.2,5,103,5,0.5040330527050875,0.6579307013192452,B
V,0.2,5,104,5,0.5840615352338697,0.7210734735582645,B
V,0.2,5,105,5,0.43731326714370733,0.6257217432024132,B
V,0.2,5,106,5,0.42660534397269523,0.7242100214994619,B
V,0.2,5,107,5,0.43002138034826193,0.7249871278344979,B
V,0.2,5,108,5,0.5942199316686041,0.6303281028148991,B
V,0.2,5,109,5,0.48655512033802245,0.6745980665059809,B
V,0.2,5,110,5,0.6277388876466269,0.7582161082074691,B
V,0.2,10,101,5,0.5442334803271067,0.7147712857066664,B
V,0.2,10,102,5,0.5391542625475344,0.6490146195834161,B
V,0.2,10,103,5,0.6110809710364546,0.6509940728711856,B
V,0.2,10,104,5,0.49107085775733655,0.6323446117975887,B
V,0.2,10,105,5,0.7140114607743313,0.6724609501307733,B
V,0.2,10,106,5,0.39786932098397804,0.6858156160946813,B
V,0.2,10,107,5,0.5431451322329612,0.7543018165409077,B
V,0.2,10,108,5,0.30839923399977376,0.6463941894498344,B
V,0.2,10,109,5,0.4869829629462052,0.6585248740520045,B
V,0.2,10,110,5,0.4685352210038344,0.708333924534994,B
V,0.5,2,101,5,0.49443128015304455,0.6456758312899106,B
V,0.5,2,102,5,0.43984144945916354,0.6941477580363677,B
V,0.5,2,103,5,0.5664928257956734,0.6768544976380924,B
V,0.5,2,104,5,0.5300356242456,0.6778297198009293,B
V,0.5,2,105,5,0.5886541810357466,0.6755329376919693,B
V,0.5,2,106,5,0.43426525095419777,0.6903399446903837,B
V,0.5,2,107,5,0.39864098779044027,0.7095004436070231,B
V,0.5,2,108,5,0.36996471804918213,0.6449031542304174,B
V,0.5,2,109,5,0.44603659404943646,0.7249237381892698,B
V,0.5,2,110,5,0.4394489845700968,0.7572061671275575,B
V,0.5,5,101,5,0.5429594146698111,0.6459574319288145,B
V,0.5,5,102,5,0.6165364830919298,0.7165171565559659,B
V,0.5,5,103,5,0.4622555876716262,0.6434670942996592,B
V,0.5,5,104,5,0.5323359680566577,0.7096227106085767,B
V,0.5,5,105,5,0.36544687422377914,0.6691210557196923,B
V,0.5,5,106,5,0.49607011924943456,0.710031713950129,B
V,0.5,5,107,5,0.5299466639891806,0.6830016570040046,B
V,0.5,5,108,5,0.4682136046969871,0.6838455695351409,B
V,0.5,5,109,5,0.528270149247715,0.7221351681356568,B
V,0.5,5,110,5,0.5554044033415303,0.6794886352794234,B
V,0.5,10,101,5,0.489354960743716,0.6356323251370045,B
V,0.5,10,102,5,0.39258654541823884,0.7334138603021789,B
V,0.5,10,103,5,0.37161335861844985,0.6521432435947535,B
V,0.5,10,104,5,0.5542548348973655,0.6564637654596178,B
V,0.5,10,105,5,0.5550106345875643,0.6800882766587928,B
V,0.5,10,106,5,0.504525998960349,0.6371548362714557,B
V,0.5,10,107,5,0.5203710060226518,0.6441057596989795,B
V,0.5,10,108,5,0.6092318162461975,0.6045380409577784,B
V,0.5,10,109,5,0.4340535420139851,0.6693699601914908,B
V,0.5,10,110,5,0.4763575172607999,0.6440011900799956,B
V,0.8,2,101,5,0.49548253586427793,0.6551667764821674,B
V,0.8,2,102,5,0.5369243823668947,0.7583157656686849,B
V,0.8,2,103,5,0.43576792375910256,0.7324091255704119,B
V,0.8,2,104,5,0.4311511914290998,0.6576092862944426,B
V,0.8,2,105,5,0.5247599600809367,0.6942496891457165,B
V,0.8,2,106,5,0.6414423054505557,0.6993195972477851,B
V,0.8,2,107,5,0.5669217492282783,0.6351594252876535,B
V,0.8,2,108,5,0.47600980177251984,0.6820674982401552,B
V,0.8,2,109,5,0.3638184823132555,0.6204851674062706,B
V,0.8,2,110,5,0.6046193549388561,0.6768761697603719,B
V,0.8,5,101,5,0.3946136220557256,0.7287977990211095,B
V,0.8,5,102,5,0.48922531820048076,0.6985285763667317,B
V,0.8,5,103,5,0.4859343325054188,0.6013919265103798,B
V,0.8,5,104,5,0.4968070384595359,0.6707454822234692,B
V,0.8,5,105,5,0.3103652288100311,0.6564841842128374,B
V,0.8,5,106,5,0.47978312490776004,0.7099743232852191,B
V,0.8,5,107,5,0.5789093767470478,0.6951355198787927,B
V,0.8,5,108,5,0.4742078688959717,0.6591235224413784,B
V,0.8,5,109,5,0.45821262456511375,0.7004973468051622,B
V,0.8,5,110,5,0.4910328074371018,0.6954029323623684,B
V,0.8,10,101,5,0.3400548932675304,0.66313639722869,B
V,0.8,10,102,5,0.5201224391282409,0.5797448010922485,B
V,0.8,10,103,5,0.4196787940757199,0.6209587707883627,B
V,0.8,10,104,5,0.3744468712486337,0.687534458050226,B
V,0.8,10,105,5,0.5143838461493302,0.7121443070671898,B
V,0.8,10,106,5,0.5517492238186442,0.6726167072141801,B
V,0.8,10,107,5,0.5252444688900136,0.6539140813065655,B
V,0.8,10,108,5,0.6066864667094678,0.6666292696290236,B
V,0.8,10,109,5,0.6195753207143145,0.6751996967177085,B
V,0.8,10,110,5,0.4252155920848416,0.6400807299727183,B
H,0.2,2,101,5,0.48892475375645184,0.5340223215005112,B
H,0.2,2,102,5,0.5346652111363756,0.5029353044566452,B
H,0.2,2,103,5,0.5436699284309936,0.5165428231073248,B
H,0.2,2,104,5,0.5472296912539582,0.5908966228943866,B
H,0.2,2,105,5,0.5769530454472159,0.5080679858797219,B
H,0.2,2,106,5,0.6110989594677034,0.5362292736687078,B
H,0.2,2,107,5,0.4959272770434227,0.47798233761460385,B
H,0.2,2,108,5,0.473190905438429,0.5374931963630296,B
H,0.2,2,109,5,0.4950433983276923,0.5089605731580024,B
H,0.2,2,110,5,0.5600721866938354,0.5397338732944272,B
H,0.2,5,101,5,0.5419367765845059,0.4617382720970995,B
H,0.2,5,102,5,0.483386194361371,0.5211114363086283,B
H,0.2,5,103,5,0.4967535118503862,0.601094713205603,B
H,0.2,5,104,5,0.6554005918468685,0.5014680305470539,B
H,0.2,5,105,5,0.41825771060940103,0.545656441738974,B
H,0.2,5,106,5,0.47195268512528554,0.5505539003459332,B
H,0.2,5,107,5,0.5942573453449137,0.4775460650969084,B
H,0.2,5,108,5,0.407684706031178,0.51777268084143,B
